Adipiodon,Metformin,Nguy cơ suy thận cấp liên quan đến cả metformin và thuốc cản quang iod. Suy thận cấp làm tăng nguy cơ nhiễm toan lactic.,Tăng nguy cơ nhiễm toan lactic và suy thận cấp,"1. Bệnh nhân có MLCT > 30 ml/phút/1,73m2 và không có bằng chứng tổn thương thận cấp, được chỉ định tiêm thuốc cản quang đường tĩnh mạch hoặc tiêm thuốc cản quang đường động mạch tiếp xúc với thận thứ cấp (ví dụ: bơm thuốc vào tim phải, động mạch phổi, động mạch cảnh, động mạch dưới đòn, động mạch vành, động mạch mạc treo hay động mạch dưới động mạch thận): tiếp tục sử dụng metformin như bình thường. 2. Bệnh nhân (1) MLCT < 30 ml/phút/1,73m2 tiêm thuốc cản quang đường tĩnh mạch, đường động mạch tiếp xúc với thận thứ cấp, hoặc (2) Bệnh nhân tiêm thuốc cản quang đường động mạch tiếp xúc với thận đầu tiên (ví dụ: bơm thuốc vào tim trái, động mạch chủ ngực, động mạch chủ bụng trên động mạch thận hoặc động mạch thận) hoặc (3) Có tổn thương thận: Ngừng metformin trước hoặc tại thời điểm tiến hành thủ thuật chẩn đoán hình ảnh và không được dùng lại cho đến ít nhất 48 giờ sau đó. Sau 48 giờ, chỉ sử dụng lại metformin sau khi chức năng thận được đánh giá lại và cho thấy ổn định. * Lưu ý: - Các yếu tố nguy cơ: suy thận, suy tim, không đủ dịch hoặc thiếu dịch, sử dụng liều cao thuốc cản quang hoặc sử dụng đồng thời các thuốc độc tính trên thận khác. - Khuyến cáo về tương tác này không áp dụng trong trường hợp bơm thuốc cản quang iod để chụp X-quang tử cung - vòi trứng."
Lopinavir/ritonavir,Sildenafil,Lopinavir/ritonavir ức chế CYP3A4 làm giảm chuyển hóa của sildenafil,"Tăng nồng độ sildenafil trong huyết thanh, tăng nguy cơ độc tính (hạ huyết áp, ngất, rối loạn thị giác)","1. Chống chỉ định phối hợp trong trường hợp sử dụng sildenafil điều trị tăng áp động mạch phổi. 2. Trong trường hợp sử dụng sildenafil điều trị rối loạn cương dương, liều sildenafil không vượt quá 25 mg mỗi 48 giờ ở người đang sử dụng lopinavir/ritonavir."
Saquinavir +/- ritonavir,Sildenafil,Saquinavir ức chế CYP3A4 làm giảm chuyển hóa của sildenafil,"Tăng nồng độ sildenafil trong huyết thanh, tăng nguy cơ độc tính (hạ huyết áp, ngất, rối loạn thị giác)","1. Chống chỉ định phối hợp trong trường hợp sử dụng sildenafil điều trị tăng áp động mạch phổi. 2. Trong trường hợp sử dụng sildenafil điều trị rối loạn cương dương, liều sildenafil không vượt quá 25 mg mỗi 48 giờ ở người đang sử dụng saquinavir."
Clarithromycin,Saquinavir/ ritonavir,"Clarithromycin ức chế CYP3A4 và P-gp, làm giảm chuyển hóa và thải trừ saquinavir. Saquinavir cũng ức chế CYP3A4 làm giảm chuyển hóa của clarithromycin.","Tăng nồng độ clarithromycin, tăng nồng độ saquinavir, tăng nguy cơ kéo dài khoảng QT và xoắn đỉnh.","1. Chống chỉ định phối hợp ở bệnh nhân có QTc > 450 ms và saquinavir ở dạng phối hợp ritonavir. 2. Trong trường hợp bắt buộc phối hợp, định kỳ đo điện tâm đồ mỗi 3-4 ngày. Nếu QTc > 480 ms hoặc tăng > 20 ms so với ban đầu, ngừng 1 trong 2 hoặc cả 2 thuốc."
Erythromycin,Saquinavir/ ritonavir,"Erythromycin ức chế CYP3A4 và P-gp, làm giảm chuyển hóa và thải trừ saquinavir. Saquinavir cũng ức chế CYP3A4 làm giảm chuyển hóa của erythromycin.","Tăng nồng độ erythromycin, tăng nồng độ saquinavir, tăng nguy cơ kéo dài khoảng QT và xoắn đỉnh.","1. Chống chỉ định phối hợp ở bệnh nhân có QTc > 450 ms và saquinavir ở dạng phối hợp ritonavir. 2. Trong trường hợp bắt buộc phối hợp, định kỳ đo điện tâm đồ mỗi 3-4 ngày. Nếu QTc > 480 ms hoặc tăng > 20 ms so với ban đầu, ngừng 1 trong 2 hoặc cả 2 thuốc."
Tamoxifen,Warfarin,Tamoxifen ức chế CYP2C9 làm giảm chuyển hóa của warfarin,Tăng nguy cơ xuất huyết,"1. Chống chỉ định phối hợp ở bệnh nhân sử dụng tamoxifen dự phòng tiên phát ung thư vú. 2. Ở bệnh nhân ung thư vú, nên cân nhắc sử dụng heparin trọng lượng phân tử thấp (LMWH) hoặc các thuốc chống đông đường uống tác động trực tiếp (DOAC) thay thế acenocoumarol để điều trị thuyên tắc tĩnh mạch do huyết khối. Trong trường hợp bắt buộc sử dụng đồng thời tamoxifen với acenocoumarol, cần giảm liều acenocoumarol và theo dõi chặt chẽ bệnh nhân."
Acenocoumarol,Tamoxifen,Tamoxifen ức chế CYP2C9 làm giảm chuyển hóa của acenocoumarol,Tăng nguy cơ xuất huyết,"1. Chống chỉ định phối hợp ở bệnh nhân sử dụng tamoxifen dự phòng tiên phát ung thư vú. 2. Ở bệnh nhân ung thư vú, nên cân nhắc sử dụng heparin trọng lượng phân tử thấp (LMWH) hoặc các thuốc chống đông đường uống tác động trực tiếp (DOAC) thay thế cho warfarin để điều trị thuyên tắc tĩnh mạch do huyết khối. Trong trường hợp bắt buộc sử dụng đồng thời tamoxifen với warfarin, cần giảm 1/2 đến 2/3 liều warfarin và theo dõi chặt chẽ bệnh nhân."
Amiodaron,Thioridazin,Hiệp đồng tăng tác dụng,"Tăng nguy cơ kéo dài khoảng QT, xoắn đỉnh","1. Chống chỉ định phối hợp ở các bệnh nhân có hội chứng QT kéo dài do di truyền hoặc mắc phải. 2. Trên các đối tượng bệnh nhân khác, tốt nhất nên tránh phối hợp các thuốc này. Trong trường hợp cần thiết phối hợp, cần đánh giá cẩn thận nguy cơ/lợi ích và lượng giá các yếu tố nguy cơ trên từng bệnh nhân, đặc biệt là rối loạn điện giải (hạ kali máu, hạ magie máu, hạ calci máu), nhịp tim chậm, nữ giới trước khi quyết định kê đơn."
Amiodaron,Moxifloxacin,Hiệp đồng tăng tác dụng,"Tăng nguy cơ kéo dài khoảng QT, xoắn đỉnh","1. Chống chỉ định phối hợp ở các bệnh nhân có hội chứng QT kéo dài do di truyền hoặc mắc phải. 2. Trên các đối tượng bệnh nhân khác, tốt nhất nên tránh phối hợp các thuốc này. Trong trường hợp cần thiết phối hợp, cần đánh giá cẩn thận nguy cơ/lợi ích và lượng giá các yếu tố nguy cơ trên từng bệnh nhân, đặc biệt là rối loạn điện giải (hạ kali máu, hạ magie máu, hạ calci máu), nhịp tim chậm, nữ giới trước khi quyết định kê đơn."
Amiodaron,Sotalol,Hiệp đồng tăng tác dụng,"Tăng nguy cơ kéo dài khoảng QT, xoắn đỉnh","1. Chống chỉ định phối hợp ở các bệnh nhân có hội chứng QT kéo dài do di truyền hoặc mắc phải. 2. Trên các đối tượng bệnh nhân khác, tốt nhất nên tránh phối hợp các thuốc này. Trong trường hợp cần thiết phối hợp, cần đánh giá cẩn thận nguy cơ/lợi ích và lượng giá các yếu tố nguy cơ trên từng bệnh nhân, đặc biệt là rối loạn điện giải (hạ kali máu, hạ magie máu, hạ calci máu), nhịp tim chậm, nữ giới trước khi quyết định kê đơn."
Amiodaron,Clorpromazin,Hiệp đồng tăng tác dụng,"Tăng nguy cơ kéo dài khoảng QT, xoắn đỉnh","1. Chống chỉ định phối hợp ở các bệnh nhân có hội chứng QT kéo dài do di truyền hoặc mắc phải. 2. Trên các đối tượng bệnh nhân khác, tốt nhất nên tránh phối hợp các thuốc này. Trong trường hợp cần thiết phối hợp, cần đánh giá cẩn thận nguy cơ/lợi ích và lượng giá các yếu tố nguy cơ trên từng bệnh nhân, đặc biệt là rối loạn điện giải (hạ kali máu, hạ magie máu, hạ calci máu), nhịp tim chậm, nữ giới trước khi quyết định kê đơn."
Amiodaron,Citalopram,Hiệp đồng tăng tác dụng,"Tăng nguy cơ kéo dài khoảng QT, xoắn đỉnh","1. Chống chỉ định phối hợp ở các bệnh nhân có hội chứng QT kéo dài do di truyền hoặc mắc phải. 2. Trên các đối tượng bệnh nhân khác, tốt nhất nên tránh phối hợp các thuốc này. Trong trường hợp cần thiết phối hợp, cần đánh giá cẩn thận nguy cơ/lợi ích và lượng giá các yếu tố nguy cơ trên từng bệnh nhân, đặc biệt là rối loạn điện giải (hạ kali máu, hạ magie máu, hạ calci máu), nhịp tim chậm, nữ giới trước khi quyết định kê đơn."
Amiodaron,Escitalopram,Hiệp đồng tăng tác dụng,"Tăng nguy cơ kéo dài khoảng QT, xoắn đỉnh","1. Chống chỉ định phối hợp ở các bệnh nhân có hội chứng QT kéo dài do di truyền hoặc mắc phải. 2. Trên các đối tượng bệnh nhân khác, tốt nhất nên tránh phối hợp các thuốc này. Trong trường hợp cần thiết phối hợp, cần đánh giá cẩn thận nguy cơ/lợi ích và lượng giá các yếu tố nguy cơ trên từng bệnh nhân, đặc biệt là rối loạn điện giải (hạ kali máu, hạ magie máu, hạ calci máu), nhịp tim chậm, nữ giới trước khi quyết định kê đơn."
Amiodaron,Haloperidol,Hiệp đồng tăng tác dụng,"Tăng nguy cơ kéo dài khoảng QT, xoắn đỉnh","1. Chống chỉ định phối hợp ở các bệnh nhân có hội chứng QT kéo dài do di truyền hoặc mắc phải. 2. Trên các đối tượng bệnh nhân khác, tốt nhất nên tránh phối hợp các thuốc này. Trong trường hợp cần thiết phối hợp, cần đánh giá cẩn thận nguy cơ/lợi ích và lượng giá các yếu tố nguy cơ trên từng bệnh nhân, đặc biệt là rối loạn điện giải (hạ kali máu, hạ magie máu, hạ calci máu), nhịp tim chậm, nữ giới trước khi quyết định kê đơn."
Amiodaron,Cloroquin,Hiệp đồng tăng tác dụng,"Tăng nguy cơ kéo dài khoảng QT, xoắn đỉnh","1. Chống chỉ định phối hợp ở các bệnh nhân có hội chứng QT kéo dài do di truyền hoặc mắc phải. 2. Trên các đối tượng bệnh nhân khác, tốt nhất nên tránh phối hợp các thuốc này. Trong trường hợp cần thiết phối hợp, cần đánh giá cẩn thận nguy cơ/lợi ích và lượng giá các yếu tố nguy cơ trên từng bệnh nhân, đặc biệt là rối loạn điện giải (hạ kali máu, hạ magie máu, hạ calci máu), nhịp tim chậm, nữ giới trước khi quyết định kê đơn."
Amiodaron,Fluconazol,Hiệp đồng tăng tác dụng,"Tăng nguy cơ kéo dài khoảng QT, xoắn đỉnh","1. Chống chỉ định phối hợp ở các bệnh nhân có hội chứng QT kéo dài do di truyền hoặc mắc phải. 2. Trên các đối tượng bệnh nhân khác, tốt nhất nên tránh phối hợp các thuốc này. Trong trường hợp cần thiết phối hợp, cần đánh giá cẩn thận nguy cơ/lợi ích và lượng giá các yếu tố nguy cơ trên từng bệnh nhân, đặc biệt là rối loạn điện giải (hạ kali máu, hạ magie máu, hạ calci máu), nhịp tim chậm, nữ giới trước khi quyết định kê đơn."
Amiodaron,Piperaquin/ dihydroartemisinin (piperaquin),Hiệp đồng tăng tác dụng,"Tăng nguy cơ kéo dài khoảng QT, xoắn đỉnh","1. Chống chỉ định phối hợp ở các bệnh nhân có hội chứng QT kéo dài do di truyền hoặc mắc phải. 2. Trên các đối tượng bệnh nhân khác, tốt nhất nên tránh phối hợp các thuốc này. Trong trường hợp cần thiết phối hợp, cần đánh giá cẩn thận nguy cơ/lợi ích và lượng giá các yếu tố nguy cơ trên từng bệnh nhân, đặc biệt là rối loạn điện giải (hạ kali máu, hạ magie máu, hạ calci máu), nhịp tim chậm, nữ giới trước khi quyết định kê đơn."
Amiodaron,Sparfloxacin,Hiệp đồng tăng tác dụng,"Tăng nguy cơ kéo dài khoảng QT, xoắn đỉnh","1. Chống chỉ định phối hợp ở các bệnh nhân có hội chứng QT kéo dài do di truyền hoặc mắc phải. 2. Trên các đối tượng bệnh nhân khác, tốt nhất nên tránh phối hợp các thuốc này. Trong trường hợp cần thiết phối hợp, cần đánh giá cẩn thận nguy cơ/lợi ích và lượng giá các yếu tố nguy cơ trên từng bệnh nhân, đặc biệt là rối loạn điện giải (hạ kali máu, hạ magie máu, hạ calci máu), nhịp tim chậm, nữ giới trước khi quyết định kê đơn."
Amisulpirid,Thioridazin,Hiệp đồng tăng tác dụng,"Tăng nguy cơ kéo dài khoảng QT, xoắn đỉnh","1. Chống chỉ định phối hợp ở các bệnh nhân có hội chứng QT kéo dài do di truyền hoặc mắc phải. 2. Trên các đối tượng bệnh nhân khác, tốt nhất nên tránh phối hợp các thuốc này. Trong trường hợp cần thiết phối hợp, cần đánh giá cẩn thận nguy cơ/lợi ích và lượng giá các yếu tố nguy cơ trên từng bệnh nhân, đặc biệt là rối loạn điện giải (hạ kali máu, hạ magie máu, hạ calci máu), nhịp tim chậm, nữ giới trước khi quyết định kê đơn."
